sentence,label,cleaned title,docs,entities
"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .",1,"jeder beta-tester erh+ñlt kostenlos sechs monate lang updates und hat laut eigener aussage die m+âglichkeit , die finale version zu beeinflussen .","['jeder', 'beta', 'tester', 'erh+ñlt', 'kostenlos', 'sechs', 'monate', 'lang', 'update', 'und', 'hat', 'laut', 'eigener', 'aussage', 'die', 'm+âglichkeit', 'die', 'finale', 'version', 'zu', 'beeinflussen']",jeder beta tester erh+ñlt kostenlos sechs monate lang update und hat laut eigener aussage die m+âglichkeit die finale version zu beeinflussen
Joint procurement will be later extended to the factories in the Baltic countries .,1,joint procurement will be later extended to the factories in the baltic countries .,"['joint', 'procurement', 'later', 'extend', 'factory', 'baltic', 'country']",joint procurement later extend factory baltic country
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",1,"jon risfelt has previously held operational executive positions in europolitan , ericsson , sas , american express card and travel divisions , as well as nyman & schultz ( ceo ) , vodafone sweden ( ceo ) , and gambro renal products ( ceo ) .","['jon', 'risfelt', 'previously', 'hold', 'operational', 'executive', 'position', 'europolitan', 'ericsson', 'sas', 'american', 'express', 'card', 'travel', 'division', 'nyman', 'schultz', 'ceo', 'vodafone', 'sweden', 'ceo', 'gambro', 'renal', 'product', 'ceo']",jon risfelt previously hold operational executive position europolitan ericsson sas american express card travel division nyman schultz ceo vodafone sweden ceo gambro renal product ceo
"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .",1,"kaleva kustannus oy ( business id 0187274-0 ) has , according to its notice , on 10 august 2009 acquired 4,458,000 alma media shares .","['kaleva', 'kustannus', 'oy', 'business', 'd', '0187274', '0', 'accord', 'notice', '10', 'august', '2009', 'acquire', '4,458,000', 'alma', 'media', 'share']","kaleva kustannus oy business d 0187274 0 accord notice 10 august 2009 acquire 4,458,000 alma media share"
Karppinen expects the consolidation trend to continue in the Finnish market .,1,karppinen expects the consolidation trend to continue in the finnish market .,"['karppinen', 'expect', 'consolidation', 'trend', 'continue', 'finnish', 'market']",karppinen expect consolidation trend continue finnish market
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",1,"kaupthing forecasts that finnish-swedish stora enso will close its mill in reisholz , in germany .","['kaupthe', 'forecast', 'finnish', 'swedish', 'stora', 'enso', 'close', 'mill', 'reisholz', 'germany']",kaupthe forecast finnish swedish stora enso close mill reisholz germany
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,1,kemira shares closed at (  x20ac ) 16.66 ( $ 22us .71 ) .,"['kemira', 'share', 'close', ' ', 'x20ac', '16.66', '$', '22us', '.71']",kemira share close   x20ac 16.66 $ 22us .71
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",1,"kesko has about 2,000 stores engaged in chain operations in the nordic and baltic countries , russia , and belarus .","['kesko', '2,000', 'store', 'engage', 'chain', 'operation', 'nordic', 'baltic', 'country', 'russia', 'belarus']","kesko 2,000 store engage chain operation nordic baltic country russia belarus"
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,1,kirsi rantanen was previously development director for hk ruokatalo 's poultry business .,"['kirsi', 'rantanen', 'previously', 'development', 'director', 'hk', 'ruokatalo', 'poultry', 'business']",kirsi rantanen previously development director hk ruokatalo poultry business
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",1,"koduextra is operating a retail chain of 11 stores , controlled by finnish non-food center ky , rukax oy , and scan-tukka oy .","['koduextra', 'operate', 'retail', 'chain', '11', 'store', 'control', 'finnish', 'non', 'food', 'center', 'ky', 'rukax', 'oy', 'scan', 'tukka', 'oy']",koduextra operate retail chain 11 store control finnish non food center ky rukax oy scan tukka oy
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",1,"koff 's market share of the volume of the market was 23.4 % , karhu 's 21.4 % .","['koff', 'market', 'share', 'volume', 'market', '23.4', 'karhu', '21.4']",koff market share volume market 23.4 karhu 21.4
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",1,"l+ñnnen tehtaat 's food division was reorganised into two strategic business units , apetit frozen foods and jams , and apetit fish .","['l+ñnnen', 'tehtaat', 'food', 'division', 'reorganise', 'strategic', 'business', 'unit', 'apetit', 'frozen', 'food', 'jam', 'apetit', 'fish']",l+ñnnen tehtaat food division reorganise strategic business unit apetit frozen food jam apetit fish
"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",1,"last year , the firm also acquired realprojekti oy , a real estate development company , to advise capman on its property activities .","['year', 'firm', 'acquire', 'realprojekti', 'oy', 'real', 'estate', 'development', 'company', 'advise', 'capman', 'property', 'activity']",year firm acquire realprojekti oy real estate development company advise capman property activity
"Later on , about 150 Finnish-made houses will be build in the area .",1,"later on , about 150 finnish-made houses will be build in the area .","['later', '150', 'finnish', 'house', 'build', 'area']",later 150 finnish house build area
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,1,lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,"['lemmink+ñinen', 'start', 'manufacture', 'roofing', 'feel', '1920', 'production', 'asphalt', '1930']",lemmink+ñinen start manufacture roofing feel 1920 production asphalt 1930
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",1,"like all other mechanical pipettors from biohit , also proline plus is ce-ivd marked and comes with a 3-year warranty .","['like', 'mechanical', 'pipettor', 'biohit', 'proline', 'plus', 'ce', 'ivd', 'mark', 'come', '3', 'year', 'warranty']",like mechanical pipettor biohit proline plus ce ivd mark come 3 year warranty
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",1,"london ( afx ) - intertek group plc , a testing and inspection company , said its commercial and electrical division has bought finland-based company natlabs oy from etteplan oyj for 1.3 mln eur in cash .","['london', 'afx', 'intertek', 'group', 'plc', 'testing', 'inspection', 'company', 'commercial', 'electrical', 'division', 'buy', 'finland', 'base', 'company', 'natlab', 'oy', 'etteplan', 'oyj', '1.3', 'mln', 'eur', 'cash']",london afx intertek group plc testing inspection company commercial electrical division buy finland base company natlab oy etteplan oyj 1.3 mln eur cash
"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",1,"loudeye corp. , up $ 2.56 at $ 4.33 nokia corp. , down 10 cents at $ 19.46 nokia agreed to buy the digital music distributor for $ 60 million .","['loudeye', 'corp', '$', '2.56', '$', '4.33', 'nokia', 'corp', '10', 'cent', '$', '19.46', 'nokia', 'agree', 'buy', 'digital', 'music', 'distributor', '$', '60', 'million']",loudeye corp $ 2.56 $ 4.33 nokia corp 10 cent $ 19.46 nokia agree buy digital music distributor $ 60 million
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),1,( a spokesperson told wwd to expect a 50-50 mix of clothing and home decor . ),"['spokesperson', 'tell', 'wwd', 'expect', '50', '50', 'mix', 'clothing', 'home', 'decor']",spokesperson tell wwd expect 50 50 mix clothing home decor
"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",2,"( adp news ) - nov 28 , 2008 - finnish power-supply solutions provider efore oyj ( omx  efo1v ) announced today the launch of opus dc , the latest power system in its opus product line .","['adp', 'news', 'nov', '28', '2008', 'finnish', 'power', 'supply', 'solution', 'provider', 'efore', 'oyj', 'omx', ' ', 'efo1v', 'announce', 'today', 'launch', 'opus', 'dc', 'late', 'power', 'system', 'opus', 'product', 'line']",adp news nov 28 2008 finnish power supply solution provider efore oyj omx   efo1v announce today launch opus dc late power system opus product line
